"AthleteID","FirstName","LastName","DateOfBirth","Gender","Country"
13455,"Razija","Mujanovic",1967/4/15 0:00:00,"Female","YUG"
13456,"Ji-Su","Mo",1969/6/3 0:00:00,"Male","KOR"
13457,"Scott","McGrory",1969/12/22 0:00:00,"Male","AUS"
13458,"Kurt","M¨¹ller",1934/4/4 0:00:00,,"SUI"
13459,"William","McDonell",1876/7/15 0:00:00,,"USA"
13460,"Karin","Moroder",1974/11/30 0:00:00,"Female","ITA"
13461,"Park","Mi-Young",1981/11/17 0:00:00,"Female","KOR"
13462,"Silvio","Martinello",1963/1/19 0:00:00,"Male","ITA"
13463,"Aldo","Montano",1910/12/23 0:00:00,,"ITA"
13464,"Leonel","Marshall",1954/4/3 0:00:00,"Male","CUB"
13465,"Craig","Monk",1967/5/23 0:00:00,,"NZL"
13466,"Viktor","Mineyev",1937/6/19 0:00:00,,"URS"
13467,"Giorgio","Morbiato",1948/7/30 0:00:00,"Male","ITA"
13468,"Ken","Matthews",1934/6/21 0:00:00,"Male","GBR"
13469,"Juan","Mar¨¦n",1971/8/20 0:00:00,,"CUB"
13470,"Frank","Murphy",1889/9/21 0:00:00,"Male","USA"
13471,"Doug","Mientkiewicz",1974/6/19 0:00:00,,"USA"
13472,"Charles","Moss",1882/3/6 0:00:00,"Male","GBR"
13473,,"Menjou",,,"FRA"
13474,"Jenny","Maakal",1913/8/2 0:00:00,"Female","SAF"
13475,"Shinya","Miyamoto",1970/11/5 0:00:00,,"JPN"
13476,"Heather","McDermid",1968/10/17 0:00:00,"Female","CAN"
13477,"Olivier","Moncelet",1970/12/5 0:00:00,"Male","FRA"
13478,"Terry","McLaughlin",1956/7/24 0:00:00,,"CAN"
13479,"David","McFaull",1948/11/10 0:00:00,,"USA"
13480,"Michael","Morgan",1946/12/19 0:00:00,"Male","AUS"
13481,"Miguel","Martinez",1976/1/17 0:00:00,"Male","FRA"
13482,"Paula","Myers-Pope",1934/11/11 0:00:00,"Female","USA"
13483,"Earle","Meadows",1913/6/29 0:00:00,"Male","USA"
13484,"Manol","Manolov",1925/8/8 0:00:00,,"BUL"
13485,"Gael","Monthurel",1966/1/22 0:00:00,"Male","FRA"
13486,"Napol¨¦on","Murat",1851/12/22 0:00:00,,"FRA"
13487,"G","Maroulis",,,"GRE"
13488,"Richard","McClure",,"Male","CAN"
13489,"Policarp","Malihin",1954/3/9 0:00:00,"Male","ROM"
13490,"Marit","Malm Frafjord",1985/11/25 0:00:00,"Female","NOR"
13491,"Virgilio","Mantegazza",1889/1/30 0:00:00,,"ITA"
13492,"Gina","Miles",,,"USA"
13493,"Alicia","McCormack",1983/6/7 0:00:00,"Female","AUS"
13494,"William","Meyers",1943/7/23 0:00:00,,"SAF"
13495,"Boris","Mikhaylov",1944/10/6 0:00:00,,"URS"
13496,"Eckhard","Martens",1951/6/12 0:00:00,"Male","GDR"
13497,"Galesh","Mollerapoovayya",1948/4/8 0:00:00,"Male","IND"
13498,"Vitaliano","Masotti",,,"ITA"
13499,"Nonka","Matova",1954/10/20 0:00:00,"Female","BUL"
13500,"Arsen","Melikyan",1976/5/17 0:00:00,,"ARM"
13501,"Kyung-Ja","Moon",1965/8/14 0:00:00,"Female","KOR"
13502,"Zhong","Man",,,"CHN"
13503,"Ildik¨®","Matuscs¨¢k-R¨®nay",1946/3/25 0:00:00,"Female","HUN"
13504,"Gordon","McDonald",,,"CAN"
13505,"Kim","Mulkey",1962/5/17 0:00:00,"Female","USA"
13506,"Grzegorz","Mielcarski",1971/3/19 0:00:00,,"POL"
13507,"Filip","Meirhaeghe",1971/3/5 0:00:00,"Male","BEL"
13508,"Lynette","McClements",1951/5/11 0:00:00,"Female","AUS"
13509,"Georgi","Markov",1978/3/12 0:00:00,,"BUL"
13510,"Georgi","Markov",1946/4/5 0:00:00,,"BUL"
13511,"Paul","Manning",1974/11/6 0:00:00,"Male","GBR"
13512,"Ivan","Manev",1950/11/23 0:00:00,"Male","BUL"
13513,"Ghulam","Moinuddin",1958/2/17 0:00:00,"Male","PAK"
13514,"Helen","Meany",1904/12/15 0:00:00,"Female","USA"
13515,"Herminio","Men¨¦ndez",1953/12/20 0:00:00,"Male","ESP"
13516,"Santiago","Malgosa",1956/7/25 0:00:00,"Male","ESP"
13517,"Auguszta","Matyas",,"Female","HUN"
13518,"Xue","Ming",1987/2/23 0:00:00,"Female","CHN"
13519,"Petkana","Makayeeva",1952/10/4 0:00:00,"Female","BUL"
13520,"Tony","Marchant",,,"AUS"
13521,"Frederick","McCarthy",,"Male","CAN"
13522,"Lars","Molin",1956/5/7 0:00:00,,"SWE"
13523,"R G W","Martin",,,"GBR"
13524,"Andrea","Minguzzi",,,"ITA"
13525,"John","McBryde",1939/3/9 0:00:00,"Male","AUS"
13526,"Hyang-Ja","Moon",1972/5/5 0:00:00,"Female","KOR"
13527,"Perry","McGillivray",1893/8/5 0:00:00,"Male","USA"
13528,"Manuel","Mendivil",1935/8/24 0:00:00,,"MEX"
13529,"John","Morgan",1930/9/17 0:00:00,,"USA"
13530,"Uros","Marovic",1946/7/4 0:00:00,,"YUG"
13531,"Bill","Miller",1930/2/22 0:00:00,"Male","USA"
13532,"Silke","M?ller-Gladisch",1964/6/20 0:00:00,"Female","GDR"
13533,"Bill","Miller",1912/11/1 0:00:00,"Male","USA"
13534,"Walter","Middelberg",1875/1/30 0:00:00,"Male","NED"
13535,"Elena","Murzina",1984/6/15 0:00:00,,"RUS"
13536,"Jearl","Miles",1966/9/4 0:00:00,"Female","USA"
13537,"Viktor","Mamatov",1937/7/21 0:00:00,"Male","URS"
13538,"Aspasia","Matsa",,,"GRE"
13539,"Janice","Murphy",1942/10/19 0:00:00,"Female","AUS"
13540,"Debbie","Meyer",1952/8/14 0:00:00,"Female","USA"
13541,"Rashid","Mamedbekov",1927/8/29 0:00:00,,"URS"
13542,"Anders","M?rtensson",1893/2/17 0:00:00,,"SWE"
13543,"Said","Mustafov",1933/3/13 0:00:00,,"BUL"
13544,"Dmitry","Monakov",1963/2/17 0:00:00,,"URS"
13545,"Ivan","Mikhaylov",1944/12/25 0:00:00,,"BUL"
13546,"Dennis","Mitchell",1966/2/20 0:00:00,"Male","USA"
13547,"Daniela","Masseroni",1985/2/28 0:00:00,,"ITA"
13548,"Rosa","Mota",1958/6/29 0:00:00,"Female","POR"
13549,"Erik","Malmberg",1897/1/15 0:00:00,,"SWE"
13550,"Kate","Markgraf",1976/8/23 0:00:00,"Female","USA"
13551,"Sevdalin","Marinov",1968/6/11 0:00:00,,"BUL"
13552,"Emil","Mundt",1880/5/30 0:00:00,,"NED"
13553,"James","McElmury",1949/10/3 0:00:00,,"USA"
13554,"Koichi","Morishita",1967/9/5 0:00:00,"Male","JPN"
13555,"Bohumil","Mockovsky",1899/12/14 0:00:00,,"CZE"
13556,"Richard","McTaggart",1935/10/15 0:00:00,,"GBR"
13557,"Antonio","Maspes",1932/1/14 0:00:00,,"ITA"
13558,"Lori-Ann","Muenzer",1966/5/21 0:00:00,"Female","CAN"
13559,"Karen","Moras",1954/1/6 0:00:00,"Female","AUS"
13560,"Linda","Medalen",1965/6/17 0:00:00,"Female","NOR"
13561,"Jimmi","Madsen",1969/1/4 0:00:00,"Male","DEN"
13562,"Ioannis","Melissanidis",1977/3/27 0:00:00,,"GRE"
13563,"Snezhana","Mikhaylova",1954/1/29 0:00:00,"Female","BUL"
13564,"Tommy","M?rth",1959/7/16 0:00:00,,"SWE"
13565,"Arthur","Mollner",1912/12/20 0:00:00,"Male","USA"
13566,"Karsten","Meyer",1937/11/5 0:00:00,,"FRG"
13567,"Ted","Morgan",1906/4/5 0:00:00,,"NZL"
13568,"Fay","Moulton",1876/4/7 0:00:00,"Male","USA"
13569,"Josef","Musil",1932/7/3 0:00:00,"Male","CZE"
13570,"Malcolm","McArthur",1884/7/30 0:00:00,,"ANZ"
13571,"Vladimir","Muravyov",1959/9/30 0:00:00,"Male","URS"
13572,"Franjo","Mihalic",1920/5/9 0:00:00,"Male","YUG"
13573,"Patricia","McKillop",1956/7/15 0:00:00,"Female","ZIM"
13574,"Bruno","Mingeon",1967/9/7 0:00:00,,"FRA"
13575,"Sandra","Morgan",1942/6/6 0:00:00,"Female","AUS"
13576,"Valdis","Muiznieks",1935/2/22 0:00:00,"Male","URS"
13577,"Ubiratan","Maciel",1944/1/18 0:00:00,"Male","BRA"
13578,"Denny","Morrison",1985/9/8 0:00:00,"Male","CAN"
13579,"Marid","Mutalimov",,"Male","KAZ"
13580,"Yevgeny","Minayev",1933/5/21 0:00:00,,"URS"
13581,"Eiji","Morioka",1946/6/8 0:00:00,,"JPN"
13582,"Arsen","Mekokishvili",1912/4/12 0:00:00,,"URS"
13583,"Nikolai","Maximov",1972/11/15 0:00:00,"Male","RUS"
13584,"C R","MacIver",,,"GBR"
13585,"Manfred","Metzger",1905/5/26 0:00:00,,"SUI"
13586,"Kestutis","Marciulionis",1976/3/24 0:00:00,"Male","LTU"
13587,"Masakatsu","Miyamoto",1938/7/4 0:00:00,,"JPN"
13588,"Ignacio","Macaya",1933/12/8 0:00:00,"Male","ESP"
13589,"Laura","Maiztegui",1978/9/21 0:00:00,"Female","ARG"
13590,"Rie","Mastenbroek",1919/2/26 0:00:00,"Female","NED"
13591,"Ren¨¦","Mortiaux",,,"BEL"
13592,"Yevgeny","Mayorov",1938/2/11 0:00:00,,"URS"
13593,"Svetlana","Mazy",1968/1/30 0:00:00,"Female","URS"
13594,"Aleksandr","Matsevich",1960/6/1 0:00:00,"Male","URS"
13595,"Yvonne","Murray",1964/10/4 0:00:00,"Female","GBR"
13596,"Arthur","Mapp",1953/11/6 0:00:00,,"GBR"
13597,"Argos","Milonas",,,"GRE"
13598,"Masao","Morinaka",1974/4/9 0:00:00,,"JPN"
13599,"Katrina","McClain",1965/9/19 0:00:00,"Female","USA"
13600,"Bronislaw","Malinowski",1951/6/4 0:00:00,"Male","POL"
13601,"Alonzo","Mourning",1970/2/8 0:00:00,"Male","USA"
13602,"Fritz","Manteuffel",1875/1/11 0:00:00,,"GER"
13603,"Tommy","Moe",1970/2/17 0:00:00,"Male","USA"
13604,"Aileen","Meagher",1910/11/26 0:00:00,"Female","CAN"
13605,"Ian","Millar",1947/1/6 0:00:00,,"CAN"
13606,"Edward","Mitchell",1901/7/23 0:00:00,"Male","USA"
13607,"Madeline","Manning-Jackson",1948/1/11 0:00:00,"Female","USA"
13608,"Vladimir","Malakhov",1968/8/30 0:00:00,"Male","RUS"
13609,"Nobuhiko","Matsunaka",1973/12/26 0:00:00,,"JPN"
13610,"Gabriele","Magni",1973/12/3 0:00:00,"Male","ITA"
13611,"Reidar","Marthiniussen",1864/3/1 0:00:00,,"NOR"
13612,"John","McKenzie",1937/12/12 0:00:00,,"CAN"
13613,"Ying","Ma",,"Female","CHN"
13614,"Nikole","Mitchell",1974/6/5 0:00:00,"Female","JAM"
13615,"Ibrahim","Moustafa",,,"EGY"
13616,"Yanhong","Ma",1964/3/21 0:00:00,"Female","CHN"
13617,"Tamas","Molnar",1975/8/2 0:00:00,"Male","HUN"
13618,"Alexandra","Marinescu",1981/3/19 0:00:00,"Female","ROM"
13619,"Robert","McClanahan",1958/1/9 0:00:00,,"USA"
13620,"Maximilian","Mueller",1987/7/11 0:00:00,"Male","GER"
13621,"Kristin","Midthun",1961/2/4 0:00:00,"Female","NOR"
13622,"Martti","Marttelin",1897/6/18 0:00:00,"Male","FIN"
13623,"Lotte","M¨¹he",1910/1/24 0:00:00,"Female","GER"
13624,"Israil","Militosyan",1968/8/17 0:00:00,,"URS"
13625,"Albert","Michant",,,"BEL"
13626,"Oussama","Mellouli",,"Male","TUN"
13627,"Patrick","Manning",1967/5/6 0:00:00,"Male","USA"
13628,"Aksana","Miankova",,"Female","BLR"
13629,"Karl","Molitor",1920/6/29 0:00:00,"Male","SUI"
13630,"Ilya","Markov",1972/6/29 0:00:00,"Male","RUS"
13631,"Ulrich","Mense",1927/1/29 0:00:00,,"GDR"
13632,"Noel","Mills",1944/1/13 0:00:00,"Male","NZL"
13633,"Vasa","Mijic",1973/4/11 0:00:00,"Male","YUF"
13634,"James","McLane",1930/9/13 0:00:00,"Male","USA"
13635,"Caesar","Manelli",,,"USA"
13636,"Katsumi","Matsumura",1944/3/8 0:00:00,"Female","JPN"
13637,"Robert","McVey",1936/3/14 0:00:00,,"USA"
13638,"Bobby","Morrow",1935/10/15 0:00:00,"Male","USA"
13639,"Herbert","M¨¹ller",1904/8/2 0:00:00,"Male","GER"
13640,"Rolf","Mulka",1927/11/23 0:00:00,,"FRG"
13641,"Antony","Matkovich",1977/6/12 0:00:00,"Male","AUS"
13642,"Leon","Meredith",1883/2/2 0:00:00,"Male","GBR"
13643,"Munji","Mumemura",1943/10/1 0:00:00,,"JPN"
13644,"Aldo","Masciotta",1909/8/14 0:00:00,,"ITA"
13645,"George","Moore",1919/10/6 0:00:00,,"USA"
13646,"Roger","Moeremans d'Ema¨¹s",1890/6/12 0:00:00,,"BEL"
13647,"Georgios","Moraitinis",,,"GRE"
13648,"Jerzy","Melcer",1949/3/10 0:00:00,"Male","POL"
13649,"Umyar","Mavlikhanov",1937/9/24 0:00:00,,"URS"
13650,"Hermann","Martin",,,"FRA"
13651,"Silke","M¨¹ller",1978/11/23 0:00:00,"Female","GER"
13652,"Cencio","Mantovani",1942/10/17 0:00:00,"Male","ITA"
13653,"John","Millen",1960/10/18 0:00:00,,"CAN"
13654,"Marek","Malik",1975/6/23 0:00:00,"Male","CZR"
13655,"Jan","Mathiasen",1957/5/9 0:00:00,,"DEN"
13656,"Heini","Meng",1902/11/20 0:00:00,,"SUI"
13657,"Edvin","Matiasson",1890/4/16 0:00:00,,"SWE"
13658,"Biljana","Majstorovic",1959/12/31 0:00:00,"Female","YUG"
13659,"Victoria","Movsessian",1972/11/6 0:00:00,"Female","USA"
13660,"Robert","Martin",1925/6/19 0:00:00,"Male","USA"
13661,"Burt","McKinnie",,"Male","USA"
13662,,"Monica",1978/4/4 0:00:00,"Female","BRA"
13663,"Lionel","Messi",1987/6/24 0:00:00,"Male","ARG"
13664,"Ihar","Makarau",1979/7/20 0:00:00,"Male","BLR"
13665,"William","McConnell",1956/4/19 0:00:00,"Male","GBR"
13666,"Ruslan","Myezyentsev",1981/6/24 0:00:00,,"UKR"
13667,"W B","Marsden",,,"GBR"
13668,"Ian","MacDonald-Smith",1945/7/3 0:00:00,,"GBR"
13669,"Alfred","Mellows",,"Male","GBR"
13670,"Sydney","Martineau",1863/1/6 0:00:00,,"GBR"
13671,"Miloslava","Mis¨¢kov¨¢",1922/2/25 0:00:00,"Female","CZE"
13672,"Nurlan","Mendygaliev",1961/4/5 0:00:00,,"URS"
13673,"Bonnie","Mealing",1913/5/18 0:00:00,"Female","AUS"
13674,"Aleksandr","Melentyev",1954/6/27 0:00:00,,"URS"
13675,"Joseph","Musch",1893/10/12 0:00:00,,"BEL"
13676,"Willie","May",1936/11/11 0:00:00,"Male","USA"
13677,"Tomasz","Motyka",1981/5/8 0:00:00,"Male","POL"
13678,"Allie","Morrison",1904/6/29 0:00:00,,"USA"
13679,"Heinz","Manchen",1931/5/2 0:00:00,"Male","FRG"
13680,"Edouard","M¨¦ny de Marangue",1882/11/30 0:00:00,"Male","FRA"
13681,"Jacqueline","Maz¨¦as",1920/10/10 0:00:00,"Female","FRA"
13682,"Masayuki","Minami",1941/7/8 0:00:00,"Male","JPN"
13683,"Cecil","McMaster",1900/6/10 0:00:00,"Male","SAF"
13684,"Glafira","Martinovich",1989/2/4 0:00:00,,"BLR"
13685,"Craig","Muller",1961/6/7 0:00:00,"Male","AUS"
13686,"Danny","McFarlane",1972/2/14 0:00:00,"Male","JAM"
13687,"Danny","McFarlane",1972/6/14 0:00:00,"Male","JAM"
13688,"Tom","McMillen",1952/5/26 0:00:00,"Male","USA"
13689,"Tracey","McFarlane",1966/7/20 0:00:00,"Female","USA"
13690,"Fatima","Moreira de Melo",1978/7/4 0:00:00,"Female","NED"
13691,"Magnus","Moan",1983/8/26 0:00:00,,"NOR"
13692,"Valentina","Makovetskaya-Ogiyenko",1965/5/26 0:00:00,"Female","URS"
13693,"Lutz","Mack",1952/10/29 0:00:00,,"GDR"
13694,"Robert","Morrison",1902/3/26 0:00:00,"Male","GBR"
13695,"Tony","Madigan",1930/2/4 0:00:00,,"AUS"
13696,"Sadik","Mujkic",1968/2/29 0:00:00,"Male","SLO"
13697,"David","Musulbes",,"Male","SVK"
13698,"Emil","Magnusson",1887/11/3 0:00:00,,"SWE"
13699,"Wieslaw","Maniak",1938/5/22 0:00:00,"Male","POL"
13700,"Igors","Miglinieks",1964/5/4 0:00:00,"Male","URS"
13701,"Gy?rgy","Mitr¨®",1930/3/6 0:00:00,"Male","HUN"
13702,"Robert","Morey",1936/8/23 0:00:00,"Male","USA"
13703,"Tara","Mounsey",1978/3/12 0:00:00,"Female","USA"
13704,"Gail","Miller",1976/11/30 0:00:00,"Female","AUS"
13705,"Ralph","Metcalfe",1910/5/29 0:00:00,"Male","USA"
13706,"Viktor","Markin",1957/2/23 0:00:00,"Male","URS"
13707,"Mike","McFarlane",1960/5/2 0:00:00,"Male","GBR"
13708,"Ronald","Maitland",,,"CAN"
13709,"Annelies","Maas",1960/1/25 0:00:00,"Female","NED"
13710,"Modeste","Mbami",1982/10/9 0:00:00,"Male","CMR"
13711,"Ion","Monea",1940/11/30 0:00:00,,"ROM"
13712,"Floyd","Martin",1926/6/6 0:00:00,,"CAN"
13713,"Katharine","Merry",1974/9/21 0:00:00,"Female","GBR"
13714,"Gavino","Matta",1910/6/9 0:00:00,,"ITA"
13715,"Bernard","Morel",1925/3/30 0:00:00,,"FRA"
13716,"G?ran","Marstr?m",1942/10/12 0:00:00,,"SWE"
13717,"Michael","Marx",1960/2/7 0:00:00,"Male","FRG"
13718,"Juraj","Mincik",1977/3/27 0:00:00,"Male","SVK"
13719,"Urbia","Melendez",1972/7/30 0:00:00,"Female","CUB"
13720,"Hermann","M¨¹ller",1885/4/18 0:00:00,"Male","GER"
13721,"Eilert","M??tt?",1935/9/22 0:00:00,,"SWE"
13722,"Nathalie","Myburgh",1940/5/15 0:00:00,"Female","SAF"
13723,"Takashi","Miwa",1969/12/1 0:00:00,,"JPN"
13724,"Shawn","Marion",1978/5/7 0:00:00,"Male","USA"
13725,"Pavel","Mouslimov",1967/6/15 0:00:00,"Male","RUS"
13726,"Viktor","Matviyenko",1948/11/9 0:00:00,,"URS"
13727,"Dragan","Mladenovic",1956/3/29 0:00:00,"Male","YUG"
13728,"Carla","MacLeod",1982/6/16 0:00:00,"Female","CAN"
13729,"F¨¹l?p","Mih¨¢ly",1936/4/10 0:00:00,,"HUN"
13730,"Arnaldo","Mesa",1967/12/6 0:00:00,,"CUB"
13731,"Tomohiro","Matsunaga",,"Male","JPN"
13732,"Scott","May",1954/3/19 0:00:00,"Male","USA"
13733,"Teruki","Miyamoto",1940/12/26 0:00:00,,"JPN"
13734,"Florence","Masnada",1968/12/16 0:00:00,"Female","FRA"
13735,"Adrian","Metcalfe",1942/3/2 0:00:00,"Male","GBR"
13736,"Loren","Murchison",1898/12/17 0:00:00,"Male","USA"
13737,"Marco","Marin",1963/7/4 0:00:00,,"ITA"
13738,"Martin Georgiev","Marinov",1967/10/25 0:00:00,"Male","BUL"
13739,"Carl","M?ller",1887/8/24 0:00:00,,"DEN"
13740,"Francesco","Musso",1937/8/22 0:00:00,,"ITA"
13741,"David","Munson",1884/5/19 0:00:00,,"USA"
13742,"Lucy","Morton",1898/2/23 0:00:00,"Female","GBR"
13743,"Hesham","Mesbah",,"Male","EGY"
13744,"Theo","Meijer",1965/2/18 0:00:00,"Male","NED"
13745,"Shozo","Makino",1915/5/15 0:00:00,"Male","JPN"
13746,"Heinz","Mertel",1936/7/19 0:00:00,,"FRG"
13747,"Harold","Mann",1942/12/1 0:00:00,"Male","USA"
13748,"Henry","Murphy",,"Male","IRL"
13749,"Svitlana","Matevusheva",1981/7/22 0:00:00,"Female","UKR"
13750,"Satoko","Mabuchi",1982/2/17 0:00:00,"Female","JPN"
13751,"David","Maxwell",1951/4/8 0:00:00,"Male","GBR"
13752,"Endre","Moln¨¢r",1945/7/23 0:00:00,,"HUN"
13753,"Piotr","Markiewicz",1973/9/3 0:00:00,"Male","POL"
13754,"Bruno","Marie-Rose",1965/5/20 0:00:00,"Male","FRA"
13755,"Junichi","Miyashita",1983/10/17 0:00:00,"Male","JPN"
13756,"Carlos","Mercenario",1967/5/23 0:00:00,"Male","MEX"
13757,"Walter","McCreery",,,"USA"
13758,"Rexy","Mainaky",1968/3/9 0:00:00,"Male","INA"
13759,"Arthur","McCabe",1887/7/1 0:00:00,,"AUS"
13760,"Jean-Claude","Magnan",1941/6/4 0:00:00,"Male","FRA"
13761,"Charles","Mulder",,,"BEL"
13762,"John","Mackenzie",1876/9/21 0:00:00,,"GBR"
13763,"Stuart","MacKenzie",1937/4/5 0:00:00,"Male","AUS"
13764,"Daniel","McKinnon",1922/4/21 0:00:00,,"USA"
13765,"John","Mockton",1952/4/8 0:00:00,"Male","CAN"
13766,"Lars-Erik","Moberg",1957/8/7 0:00:00,"Male","SWE"
13767,"Gabi","M¨¹ller",1974/11/21 0:00:00,"Female","SUI"
13768,"Georg","Mischon",1907/7/28 0:00:00,"Male","SUI"
13769,"Corneliu","Marin",1953/1/19 0:00:00,,"ROM"
13770,"Barry","Magee",1934/2/6 0:00:00,"Male","NZL"
13771,"Penka","Metodieva",1950/10/12 0:00:00,"Female","BUL"
13772,"Patricia","Moreno",1988/1/7 0:00:00,"Female","ESP"
13773,"John","Monckton",1938/10/28 0:00:00,"Male","AUS"
13774,"George","MacDonald",1907/10/5 0:00:00,"Male","CAN"
13775,"Keiko","Miyajima",1965/9/24 0:00:00,"Female","JPN"
13776,"Donald","McDermott",1929/12/7 0:00:00,"Male","USA"
13777,"Bernard","Malivoire",1938/4/20 0:00:00,"Male","FRA"
13778,"Diana","Mocanu",1984/7/19 0:00:00,"Female","ROM"
13779,"Ivar","Mathisen",1920/6/14 0:00:00,"Male","NOR"
13780,"Veronique","Mang",1984/12/15 0:00:00,"Female","FRA"
13781,"Conrad","Magnussen",,,"USA"
13782,"Karl-Heinz","Menz",1949/12/17 0:00:00,"Male","GDR"
13783,"Alexei","Morozov",1977/2/16 0:00:00,"Male","RUS"
13784,"Antanas","Mikenas",1924/2/24 0:00:00,"Male","URS"
13785,"Wolfgang","Mager",1952/8/24 0:00:00,"Male","GDR"
13786,"Jessica","Monroe",1966/5/31 0:00:00,"Female","CAN"
13787,"Lou","Marson",1986/6/26 0:00:00,,"USA"
13788,"Charlene","Morett",1957/12/5 0:00:00,"Female","USA"
13789,"Gael","Martin",1956/8/27 0:00:00,"Female","AUS"
13790,"Otto","Maier",1887/12/23 0:00:00,"Male","GER"
13791,"Frank","MacKey",1852/3/20 0:00:00,,"USA"
13792,"Naomi","Matsumoto",1968/2/24 0:00:00,"Female","JPN"
13793,"D","McMackon",,,"CAN"
13794,"Eridari","Mukwanga",1943/7/12 0:00:00,,"UGA"
13795,"P¨¦ter","Mar¨®t",1945/5/27 0:00:00,,"HUN"
13796,"Wlamir","Marques",1937/7/16 0:00:00,"Male","BRA"
13797,"Vladimir","Myshkin",1955/6/19 0:00:00,,"URS"
13798,"Muhamed","Memic",1960/9/2 0:00:00,"Male","YUG"
13799,"Sergey","Mylnikov",1958/10/6 0:00:00,,"URS"
13800,"Daynellis","Montejo",,"Female","CUB"
13801,"Aniopi","Melidoni",1977/10/11 0:00:00,"Female","GRE"
13802,"Aaron","McIntosh",1972/1/7 0:00:00,"Male","NZL"
13803,"Mercedes","Margalot",1975/6/28 0:00:00,"Female","ARG"
13804,"Mario","Martinez",1957/7/6 0:00:00,,"USA"
13805,,"Murphy",,,"USA"
13806,"Roland","Matthes",1950/11/17 0:00:00,"Male","GDR"
13807,"Viktor","Makhorin",1948/7/2 0:00:00,"Male","URS"
13808,"Estibaliz","Martinez",1980/5/9 0:00:00,,"ESP"
13809,"Bob","Mathias",1930/11/17 0:00:00,"Male","USA"
13810,"Humberto","Mariles",1913/6/13 0:00:00,,"MEX"
13811,"Ivan","Moro",1974/12/25 0:00:00,,"ESP"
13812,"Patrick","Murphy",1984/2/22 0:00:00,"Male","AUS"
13813,"Aleksandr","Miroshnichenko",1964/4/24 0:00:00,,"URS"
13814,"Eugenio","Monti",1928/1/23 0:00:00,,"ITA"
13815,"Mikl¨®s","Mesz¨¦na",1940/12/14 0:00:00,,"HUN"
13816,"Waldemar","Malak",1970/7/17 0:00:00,,"POL"
13817,"Yelena","Miroshina",1974/6/5 0:00:00,"Female","URS"
13818,"Robert","McKenzie",1867/5/26 0:00:00,,"CAN"
13819,"Lyudmila","Mikhaylovskaya",1937/11/21 0:00:00,"Female","URS"
13820,"Daniel","Manning",1966/5/17 0:00:00,"Male","USA"
13821,"K","Misonginis",,,"GRE"
13822,"Hermann","Maier",1972/12/7 0:00:00,"Male","AUT"
13823,"Emiliano","Moretti",1981/6/11 0:00:00,"Male","ITA"
13824,"Uwe","Messerschmidt",1962/1/22 0:00:00,,"FRG"
13825,"John","Murphy",1953/7/19 0:00:00,"Male","USA"
13826,"Mikhail","Mamiashvili",1963/11/21 0:00:00,,"URS"
13827,"Miltiades","Manno",1880/3/3 0:00:00,,"HUN"
13828,"Carla","McGhee",1968/3/6 0:00:00,"Female","USA"
13829,"Carlos","Massoni",1939/1/4 0:00:00,"Male","BRA"
13830,"Valter","Molea",1966/7/8 0:00:00,"Male","ITA"
13831,"Sergio","Matto",1930/10/13 0:00:00,"Male","URU"
13832,"Kaarlo","M?kinen",1892/5/14 0:00:00,,"FIN"
13833,"Russell","Mark",1964/2/25 0:00:00,"Male","AUS"
13834,"Luis","Miguez",1953/5/15 0:00:00,"Male","ESP"
13835,"V¨¢clav","Machek",1925/12/27 0:00:00,,"CZE"
13836,"Zornitsa","Marinova",1987/1/6 0:00:00,,"BUL"
13837,"Mario","Magnozzi",1902/3/20 0:00:00,,"ITA"
13838,"Faustine","Merret",1978/3/13 0:00:00,"Female","FRA"
13839,"Almudena","Mu?oz",1968/11/4 0:00:00,"Female","ESP"
13840,"Aniara","Mu?oz",1980/1/24 0:00:00,"Female","CUB"
13841,"Eugen","Mack",1907/9/21 0:00:00,"Male","SUI"
13842,"Edouard","Marcelle",1909/10/1 0:00:00,"Male","FRA"
13843,"Aleksander","Malecki",1901/9/4 0:00:00,,"POL"
13844,"J E","Martin",,,"GBR"
13845,"David","Meyrick",1926/12/2 0:00:00,"Male","GBR"
13846,"Kum-Ja","Ma",1955/8/24 0:00:00,"Female","KOR"
13847,"Michelle","MacPherson",1966/5/11 0:00:00,"Female","CAN"
13848,"Paul","Metz",1892/11/17 0:00:00,"Male","DEN"
13849,"Bob","Maas",1907/10/18 0:00:00,,"NED"
13850,"Niels","M?ller",1897/11/7 0:00:00,,"DEN"
13851,"Julien","M¨¦decin",1894/11/3 0:00:00,,"MON"
13852,"Frank","Mantek",1959/1/20 0:00:00,,"GDR"
13853,"Grigory","Misyutin",1970/12/29 0:00:00,"Male","URS"
13854,"Kerry","Millikin",1961/12/10 0:00:00,,"USA"
13855,"Richard","Mayo",1902/6/12 0:00:00,,"USA"
13856,"Zoran","Mikulic",1965/10/24 0:00:00,"Male","CRO"
13857,"Nathan","Moore",,,"USA"
13858,"Brian","Martin",1974/1/19 0:00:00,"Male","USA"
13859,"Helmer","M?rner",1895/5/8 0:00:00,,"SWE"
13860,"W B","Morris",,,"GBR"
13861,"Alain","Moineau",1928/5/15 0:00:00,"Male","FRA"
13862,"Sante","Marsili",1950/10/31 0:00:00,,"ITA"
13863,"Bengt","Mohrberg",1897/6/1 0:00:00,,"SWE"
